"","iteration","instance","precision","recall","fmeasure","num_annotations"
"130",8,144,0.683544303797468,0.835051546391753,0.751740139211137,237
"131",1,136,0.615384615384615,0.701030927835051,0.655421686746988,221
"132",2,136,0.76829268292683,0.324742268041237,0.456521739130435,82
"133",3,136,0.582644628099174,0.72680412371134,0.646788990825688,242
"134",4,136,0.919191919191919,0.469072164948454,0.621160409556314,99
"135",5,136,0.939024390243902,0.396907216494845,0.557971014492754,82
"136",6,136,0.545762711864407,0.829896907216495,0.658486707566462,295
"137",7,136,0.808219178082192,0.608247422680412,0.694117647058824,146
"138",1,121,0.743362831858407,0.432989690721650,0.547231270358306,113
"139",2,121,0.701492537313433,0.72680412371134,0.713924050632911,201
"140",3,121,0.72020725388601,0.716494845360825,0.718346253229974,193
"141",4,121,0.739884393063584,0.65979381443299,0.697547683923706,173
"142",5,121,0.739884393063584,0.65979381443299,0.697547683923706,173
"143",6,121,0.744444444444444,0.690721649484536,0.716577540106952,180
"144",7,121,0.754285714285714,0.680412371134021,0.715447154471545,175
"145",8,121,0.758823529411765,0.664948453608247,0.708791208791209,170
"146",9,121,0.736585365853659,0.778350515463918,0.756892230576441,205
"147",1,113,0.740932642487047,0.737113402061856,0.739018087855297,193
"148",2,113,0.730964467005076,0.742268041237113,0.736572890025575,197
"149",3,113,0.728643216080402,0.747422680412371,0.737913486005089,199
"150",4,113,0.778409090909091,0.70618556701031,0.740540540540541,176
"151",5,113,0.78735632183908,0.70618556701031,0.744565217391304,174
"152",6,113,0.81547619047619,0.70618556701031,0.756906077348066,168
"153",7,113,0.81547619047619,0.70618556701031,0.756906077348066,168
"154",8,113,0.780748663101604,0.752577319587629,0.766404199475066,187
"155",9,113,0.758974358974359,0.762886597938144,0.760925449871465,195
"156",1,114,0.64516129032258,0.721649484536082,0.681265206812652,217
"157",2,114,0.665137614678899,0.747422680412371,0.703883495145631,218
"158",3,114,0.702127659574468,0.680412371134021,0.69109947643979,188
"159",4,114,0.774566473988439,0.690721649484536,0.73024523160763,173
"160",5,114,0.784431137724551,0.675257731958763,0.725761772853186,167
"161",6,114,0.747252747252747,0.701030927835051,0.723404255319149,182
"162",1,137,0.642570281124498,0.824742268041237,0.72234762979684,249
"163",2,137,0.642570281124498,0.824742268041237,0.72234762979684,249
"164",3,137,0.622222222222222,0.865979381443299,0.724137931034483,270
"165",4,137,0.561056105610561,0.876288659793814,0.6841046277666,303
"166",5,137,0.561056105610561,0.876288659793814,0.6841046277666,303
"167",6,137,0.56578947368421,0.88659793814433,0.690763052208835,304
"168",7,137,0.356435643564356,0.927835051546392,0.515021459227468,505
"169",1,107,0.846153846153846,0.340206185567010,0.485294117647059,78
"170",2,107,0.80188679245283,0.438144329896907,0.566666666666667,106
"171",3,107,0.861788617886179,0.54639175257732,0.668769716088328,123
"172",4,107,0.859375,0.56701030927835,0.683229813664596,128
"173",5,107,0.8,0.618556701030928,0.697674418604651,150
"174",6,107,0.268680445151033,0.871134020618557,0.410692588092345,629
