"","workerID","precision","recall","fmeasure","num_annotations","dist","dist_cluster","num_workers","num_voters"
"1",1,0.892857142857143,0.38659793814433,0.539568345323741,84,0.007,0.003,1,1
"2",2,0.870967741935484,0.278350515463918,0.421875,62,0.007,0.003,1,1
"3",3,0.763157894736842,0.448453608247423,0.564935064935065,114,0.007,0.003,1,1
"4",4,0.881578947368421,0.345360824742268,0.496296296296296,76,0.007,0.003,1,1
"5",5,0.917808219178082,0.345360824742268,0.50187265917603,73,0.007,0.003,1,1
"6",6,0.890243902439024,0.376288659793814,0.528985507246377,82,0.007,0.003,1,1
"7",7,0.83,0.427835051546392,0.564625850340136,100,0.007,0.003,1,1
"8",8,0.75,0.541237113402062,0.62874251497006,140,0.007,0.003,1,1
"9",9,0.84,0.541237113402062,0.658307210031348,125,0.007,0.003,1,1
"10",10,0.867924528301887,0.237113402061856,0.37246963562753,53,0.007,0.003,1,1
"11",11,0.782122905027933,0.721649484536082,0.750670241286863,179,0.007,0.003,1,1
"12",12,0.768361581920904,0.701030927835051,0.733153638814016,177,0.007,0.003,1,1
"13",13,0.792592592592593,0.551546391752577,0.650455927051672,135,0.007,0.003,1,1
"14",14,0.739130434782609,0.61340206185567,0.670422535211268,161,0.007,0.003,1,1
"15",15,0.803680981595092,0.675257731958763,0.733893557422969,163,0.007,0.003,1,1
"16",16,0.794117647058823,0.417525773195876,0.547297297297297,102,0.007,0.003,1,1
"17",17,0.8,0.515463917525773,0.626959247648903,125,0.007,0.003,1,1
"18",18,0.964912280701754,0.283505154639175,0.438247011952191,57,0.007,0.003,1,1
"19",19,0.838095238095238,0.45360824742268,0.588628762541806,105,0.007,0.003,1,1
"20",20,0.798611111111111,0.592783505154639,0.680473372781065,144,0.007,0.003,1,1
"21",21,0.89423076923077,0.479381443298969,0.624161073825503,104,0.007,0.003,1,1
"22",22,0.741293532338308,0.768041237113402,0.754430379746835,201,0.007,0.003,1,1
"23",23,0.866666666666667,0.268041237113402,0.409448818897638,60,0.007,0.003,1,1
"24",24,0.96103896103896,0.381443298969072,0.546125461254612,77,0.007,0.003,1,1
"25",25,0.758620689655172,0.45360824742268,0.567741935483871,116,0.007,0.003,1,1
"26",26,0.91578947368421,0.448453608247423,0.602076124567474,95,0.007,0.003,1,1
"27",27,0.796875,0.525773195876289,0.633540372670808,128,0.007,0.003,1,1
"28",28,0.761111111111111,0.70618556701031,0.732620320855615,180,0.007,0.003,1,1
"29",29,0.928571428571429,0.402061855670103,0.56115107913669,84,0.007,0.003,1,1
"30",30,0.938144329896907,0.469072164948454,0.625429553264605,97,0.007,0.003,1,1
"31",31,0.895348837209302,0.396907216494845,0.55,86,0.007,0.003,1,1
"32",32,0.811320754716981,0.443298969072165,0.573333333333333,106,0.007,0.003,1,1
"33",33,0.781065088757396,0.680412371134021,0.727272727272727,169,0.007,0.003,1,1
"34",34,0.876923076923077,0.587628865979381,0.703703703703704,130,0.007,0.003,1,1
"35",35,0.921052631578947,0.360824742268041,0.518518518518518,76,0.007,0.003,1,1
"36",36,0.785276073619632,0.65979381443299,0.717086834733894,163,0.007,0.003,1,1
"37",37,0.766871165644172,0.644329896907217,0.700280112044818,163,0.007,0.003,1,1
"38",38,0.77906976744186,0.345360824742268,0.478571428571429,86,0.007,0.003,1,1
"39",39,0.887096774193548,0.56701030927835,0.691823899371069,124,0.007,0.003,1,1
"40",40,0.781609195402299,0.701030927835051,0.739130434782609,174,0.007,0.003,1,1
"41",41,0.853448275862069,0.510309278350515,0.638709677419355,116,0.007,0.003,1,1
"42",42,0.72093023255814,0.479381443298969,0.575851393188854,129,0.007,0.003,1,1
"43",43,0.730337078651685,0.670103092783505,0.698924731182796,178,0.007,0.003,1,1
"44",44,0.738095238095238,0.639175257731959,0.685082872928177,168,0.007,0.003,1,1
"45",45,0.694117647058824,0.608247422680412,0.648351648351648,170,0.007,0.003,1,1
"46",46,0.857142857142857,0.494845360824742,0.627450980392157,112,0.007,0.003,1,1
"47",47,0.767241379310345,0.458762886597938,0.574193548387097,116,0.007,0.003,1,1
"48",48,0.833333333333333,0.618556701030928,0.710059171597633,144,0.007,0.003,1,1
"49",1,0.565693430656934,0.798969072164949,0.662393162393162,274,0.007,0.003,2,1
"50",2,0.647826086956522,0.768041237113402,0.702830188679245,230,0.007,0.003,2,1
