"","precision","sensitivity","fmeasure","NPV","specificity","X6","X7","fp_errors","fn_errors","pr_errors"
"1",0.463414634146341,0.2,0.279411764705882,0.96140350877193,0.878205128205128,0.290322580645161,0.0947368421052632,0.104761904761905,0.111879699248120,0.216641604010025
"2",0.142857142857143,0.96140350877193,0.864353312302839,0.267857142857143,0.157894736842105,0.198675496688742,0.928070175438596,0.724337158686189,0.00539770478828651,0.729734863474476
"3",0.86863711001642,0.460526315789474,0.184210526315789,0.263157894736842,0.964035087719298,0.876395534290271,0.4375,0.0309352328188893,0.0754451919271864,0.106380424746076
"4",0.0368421052631579,0.0679611650485437,0.992105263157895,0.860730593607306,0.507042253521127,0.189473684210526,0.275862068965517,0.424017790956264,0.130345280677422,0.554363071633686
"5",0.969298245614035,0.877680698967435,0.573170731707317,0.247368421052632,0.345588235294118,0.969298245614035,0.885416666666667,0.562892525431225,0.0171063082647046,0.57999883369593
"6",0.266666666666667,0.0210526315789474,0.0390243902439024,0.990350877192982,0.858555133079848,0.552083333333333,0.278947368421053,0.121663855456131,0.136905421448358,0.258569276904489
"7",0.370629370629371,0.962280701754386,0.888978930307942,0.410071942446043,0.3,0.346504559270517,0.928070175438596,0.602105263157895,0.00527502967946181,0.607380292837357
"8",0.88832913518052,0.568,0.373684210526316,0.450793650793651,0.952631578947368,0.901244813278008,0.450980392156863,0.0407439651760982,0.060415037593985,0.101159002770083
"9",0.121052631578947,0.190871369294606,0.975438596491228,0.869429241594996,0.315789473684211,0.0315789473684211,0.0574162679425837,0.588523941432529,0.113156334820454,0.701680276252982
"10",0.98859649122807,0.859649122807018,0.464285714285714,0.068421052631579,0.119266055045872,0.986842105263158,0.86405529953917,0.75756363385528,0.0196280174119509,0.777191651267231
"11",0.554913294797688,0.505263157894737,0.528925619834711,0.932456140350877,0.91875540190147,0.537142857142857,0.494736842105263,0.0698825715975332,0.069188761377127,0.139071332974660
"12",0.515068493150685,0.928947368421053,0.916883116883117,0.586206896551724,0.0894736842105263,0.155251141552511,0.989473684210526,0.783189552829442,0.00993668381480016,0.793126236644242
"13",0.867025365103766,1,0,0,0.999122807017544,0.857035364936042,0.375,0.000754517873631449,0,0.000754517873631455
"14",0.0315789473684211,0.058252427184466,0.991228070175439,0.859969558599696,0.462686567164179,0.326315789473684,0.382716049382716,0.462170351251262,0.131703044017812,0.593873395269074
"15",0.936842105263158,0.892976588628763,0.511111111111111,0.121052631578947,0.195744680851064,0.980701754385965,0.870038910505837,0.691780515117581,0.0149671838459024,0.706747698963484
"16",0.464968152866242,0.384210526315789,0.420749279538905,0.926315789473684,0.900255754475703,0.574074074074074,0.489473684210526,0.0857950502855605,0.0861179263949347,0.171912976680495
"17",0.528409090909091,0.939473684210526,0.91695205479452,0.461538461538462,0.0631578947368421,0.111111111111111,0.987719298245614,0.805825089038385,0.00846458250890383,0.814289671547289
"18",0.863496932515337,0.4,0.0105263157894737,0.0205128205128205,0.997368421052632,0.85811320754717,0.5,0.00226355362089435,0.0839097744360902,0.0861733280569845
"19",0.0105263157894737,0.0206185567010309,0.998245614035088,0.858220211161388,0.391752577319588,0.2,0.264808362369338,0.523184249283001,0.136966126656848,0.66015037593985
"20",0.948245614035088,0.876723438767234,0.352941176470588,0.0315789473684211,0.0579710144927536,0.990350877192982,0.85986290936786,0.810286586030293,0.0172401807438304,0.827526766774124
"21",0.516129032258065,0.336842105263158,0.407643312101911,0.947368421052632,0.895522388059702,0.3,0.0157894736842105,0.0898664571877455,0.0927423822714681,0.182608839459214
