"","iteration","instance","precision","recall","fmeasure","num_annotations"
"1",1,120,0.664473684210526,0.721428571428571,0.691780821917808,152
"2",2,120,0.648484848484848,0.764285714285714,0.701639344262295,165
"3",3,120,0.708609271523179,0.764285714285714,0.735395189003436,151
"4",4,120,0.731034482758621,0.757142857142857,0.743859649122807,145
"5",5,120,0.727848101265823,0.821428571428571,0.771812080536913,158
"6",6,120,0.730769230769231,0.814285714285714,0.77027027027027,156
"7",7,120,0.72972972972973,0.771428571428571,0.75,148
"8",1,122,0.594444444444444,0.764285714285714,0.66875,180
"9",2,122,0.582010582010582,0.785714285714286,0.668693009118541,189
"10",3,122,0.545023696682464,0.821428571428571,0.655270655270655,211
"11",4,122,0.566037735849057,0.857142857142857,0.681818181818182,212
"12",5,122,0.59,0.842857142857143,0.694117647058824,200
"13",6,122,0.658959537572254,0.814285714285714,0.728434504792332,173
"14",7,122,0.658959537572254,0.814285714285714,0.728434504792332,173
"15",8,122,0.449814126394052,0.864285714285714,0.591687041564792,269
"16",9,122,0.448905109489051,0.878571428571429,0.594202898550725,274
"17",1,116,0.835443037974684,0.471428571428571,0.602739726027397,79
"18",2,116,0.835443037974684,0.471428571428571,0.602739726027397,79
"19",3,116,0.842105263157895,0.457142857142857,0.592592592592593,76
"20",4,116,0.9,0.385714285714286,0.54,60
"21",5,116,0.701923076923077,0.521428571428571,0.598360655737705,104
"22",6,116,0.879518072289157,0.521428571428571,0.654708520179372,83
"23",7,116,0.864197530864197,0.5,0.633484162895928,81
"24",8,116,0.864197530864197,0.5,0.633484162895928,81
"25",1,115,0.629834254143646,0.814285714285714,0.710280373831776,181
"26",2,115,0.629834254143646,0.814285714285714,0.710280373831776,181
"27",3,115,0.612903225806452,0.814285714285714,0.699386503067485,186
"28",4,115,0.609625668449198,0.814285714285714,0.697247706422018,187
"29",5,115,0.60952380952381,0.914285714285714,0.731428571428571,210
"30",6,115,0.610837438423645,0.885714285714286,0.723032069970845,203
"31",7,115,0.519148936170213,0.871428571428571,0.650666666666667,235
"32",8,115,0.526086956521739,0.864285714285714,0.654054054054054,230
"33",9,115,0.534782608695652,0.878571428571429,0.664864864864865,230
"34",1,112,0.152522935779817,0.95,0.262845849802372,872
"35",2,112,0.192727272727273,0.757142857142857,0.307246376811594,550
"36",3,112,0.190625,0.871428571428571,0.312820512820513,640
"37",4,112,0.314553990610329,0.957142857142857,0.473498233215548,426
"38",5,112,0.44,0.942857142857143,0.6,300
"39",6,112,0.490566037735849,0.928571428571429,0.641975308641975,265
"40",7,112,0.532786885245902,0.928571428571429,0.677083333333333,244
"41",8,112,0.530612244897959,0.928571428571429,0.675324675324675,245
"42",9,112,0.51792828685259,0.928571428571429,0.664961636828645,251
"43",1,121,0.63716814159292,0.514285714285714,0.569169960474308,113
"44",2,121,0.582089552238806,0.835714285714286,0.686217008797654,201
"45",3,121,0.590673575129534,0.814285714285714,0.684684684684685,193
"46",4,121,0.61849710982659,0.764285714285714,0.68370607028754,173
"47",5,121,0.61849710982659,0.764285714285714,0.68370607028754,173
"48",6,121,0.627777777777778,0.807142857142857,0.70625,180
"49",7,121,0.634285714285714,0.792857142857143,0.704761904761905,175
"50",1,113,0.606217616580311,0.835714285714286,0.702702702702703,193
"51",2,113,0.593908629441624,0.835714285714286,0.694362017804154,197
"52",3,113,0.592964824120603,0.842857142857143,0.696165191740413,199
"53",4,113,0.653409090909091,0.821428571428571,0.727848101265823,176
"54",5,113,0.672413793103448,0.835714285714286,0.745222929936306,174
"55",6,113,0.696428571428571,0.835714285714286,0.75974025974026,168
"56",7,113,0.696428571428571,0.835714285714286,0.75974025974026,168
"57",1,136,0.766233766233766,0.421428571428571,0.543778801843318,77
"58",2,136,0.719512195121951,0.421428571428571,0.531531531531531,82
"59",3,136,0.483471074380165,0.835714285714286,0.612565445026178,242
"60",4,136,0.797979797979798,0.564285714285714,0.661087866108787,99
"61",5,136,0.841463414634146,0.492857142857143,0.621621621621622,82
"62",6,136,0.71830985915493,0.728571428571429,0.723404255319149,142
