lon,lat,status,iteration,instance,assignID,parentID
34.176042245369,-0.388449235205136,4,1,3,30,
34.1758088931847,-0.388422413731383,4,1,3,30,
34.1758236453343,-0.388610164045913,2,1,3,30,
34.1757820710945,-0.388556521099335,4,1,3,30,
34.1758088931847,-0.388645031961012,4,1,3,30,
34.1761133239079,-0.388594071161974,2,1,3,30,
34.1761441693116,-0.388615528340559,4,1,3,30,
34.1759979889202,-0.388838146565099,2,1,3,30,
34.1757096514511,-0.389422854644984,4,1,3,30,
34.1757847533036,-0.389377258144803,4,1,3,30,
34.1759000882912,-0.38937189385064,4,1,3,30,
34.1759510502625,-0.389417490350847,4,1,3,30,
34.1763265595246,-0.389390668880172,4,1,3,30,
34.17623,-0.389339708085638,4,1,3,30,
34.1764177546311,-0.389291429437892,4,1,3,30,
34.1766001448441,-0.389452358262613,4,1,3,30,
34.1769273743439,-0.389176097111622,4,1,3,30,
34.1768925056267,-0.389441629674401,4,1,3,30,
34.1771795019913,-0.389323615203085,4,1,3,30,
34.1768254504013,-0.388164927578945,4,1,3,30,
34.1766859755326,-0.388159563284019,4,1,3,30,
34.1765947804261,-0.388001316582182,4,1,3,30,
34.1764740810204,-0.388022773762268,4,1,3,30,
34.1763399705696,-0.38800668087721,4,1,3,30,
34.1777052149582,-0.388175656168785,4,1,3,30,
34.177487956028,-0.388030820204785,4,1,3,30,
34.1752402648735,-0.387947673631737,4,1,3,30,
34.1748754844475,-0.38809519174465,4,1,3,30,
34.1748379335213,-0.388248074149856,4,1,3,30,
34.1754226550866,-0.387872573500531,4,1,3,30,
34.1752161249924,-0.387725055383737,4,1,3,30,
34.1749023065377,-0.387719691088531,4,1,3,30,
34.1748486623574,-0.38747293350545,4,1,3,30,
34.174961315136,-0.387446112028593,4,1,3,30,
34.1774664983559,-0.387843069877381,4,1,3,30,
34.1778312787819,-0.38792353430392,4,1,3,30,
34.1778956517983,-0.389433583233221,4,1,3,30,
34.1772841081429,-0.38953818696787,4,1,3,30,
34.1776381597329,-0.389548915555967,2,1,3,30,
34.1776783928681,-0.389495272615356,4,1,3,30,
34.1771499976921,-0.389543551261931,4,1,3,30,
34.1770132050324,-0.38984126957633,4,1,3,30,
34.1766296491433,-0.389833223135544,4,1,3,30,
34.1764633521843,-0.389817130253933,4,1,3,30,
34.1758732662011,-0.389736665845446,2,1,3,30,
34.1759134993363,-0.389717890816678,4,1,3,30,
34.1755648121643,-0.389795673078414,4,1,3,30,
34.1752268538285,-0.390104119971291,4,1,3,30,
34.1755567655373,-0.390047794887352,4,1,3,30,
34.1756345495987,-0.390096073530759,4,1,3,30,
34.1746609077263,-0.389983423362384,4,1,3,30,
34.1744999751854,-0.390149716467541,4,1,3,30,
34.1745723948288,-0.389929780424534,4,1,3,30,
34.1747360095787,-0.389927098277631,4,1,3,30,
34.1747413739968,-0.38961596923126,4,1,3,30,
34.1747145519066,-0.389693751493937,4,1,3,30,
34.1747091874886,-0.389398715321391,4,1,3,30,
34.1746394500542,-0.389200236435863,4,1,3,30,
34.1746179923821,-0.38926460796681,4,1,3,30,
34.1777883634377,-0.389731301551513,4,1,3,30,
34.1778071389008,-0.384479786459041,4,1,3,30,
34.1776193842697,-0.384536111579989,4,1,3,30,
34.1779171094704,-0.38442614348637,4,1,3,30,
34.1765733227539,-0.384664854712173,4,1,3,30,
34.1766081914711,-0.384528065134152,4,1,3,30,
34.1745294794846,-0.384474422161787,4,1,3,30,
34.1745643482018,-0.385552645841648,4,1,3,30,
34.1746287212181,-0.385625063845111,4,1,3,30,
34.1748486623574,-0.385633110289905,4,1,3,30,
34.1764853973102,-0.385311252492338,2,1,3,30,
34.1761742610645,-0.385633110289905,2,1,3,30,
34.1765980500888,-0.385257609524896,2,1,3,30,
34.1762353644181,-0.385533870803618,4,1,3,30,
34.1771505851459,-0.385343438272633,2,1,3,30,
34.1772546038437,-0.385394399091212,4,1,3,30,
34.177343704195,-0.385311252492338,2,1,3,30,
34.1773913965035,-0.385271020266779,4,1,3,30,
34.1774316296387,-0.384967937494864,4,1,3,30,
34.1776998505402,-0.38529515960214,4,1,3,30,
34.1776193842697,-0.385327345382498,4,1,3,30,
34.1776515707779,-0.385389034794531,4,1,3,30,
34.1770775780487,-0.386386793918239,4,1,3,30,
34.1761957187366,-0.386319740217362,2,1,3,30,
34.1762058601189,-0.386349243845817,4,1,3,30,
34.1758786306191,-0.386472622654602,4,1,3,30,
34.1759617790985,-0.386333150957578,4,1,3,30,
34.1746179923821,-0.385855728592762,4,1,3,30,
34.1746796831894,-0.386016657482787,4,1,3,30,
34.1754253372956,-0.386587955017716,4,1,3,30,
34.1751061544228,-0.386856169809585,4,1,3,30,
34.1757257447052,-0.38705733089793,4,1,3,30,
34.1759886011887,-0.386818619739236,4,1,3,30,
34.1749747261811,-0.387199484730815,4,1,3,30,
34.1779492959786,-0.386687194491688,4,1,3,30,
34.1782079629517,-0.385080587729941,4,1,3,30,
34.1788382820702,-0.384839194367247,4,1,3,30,
34.1788919262505,-0.384967937494864,4,1,3,30,
34.1788919262505,-0.385085952026814,4,1,3,30,
34.1791011385536,-0.38501889831567,4,1,3,30,
34.1791816048241,-0.38517714507309,4,1,3,30,
34.1799487166023,-0.384844558664272,4,1,3,30,
34.1795195631599,-0.384796279990942,4,1,3,30,
34.179524927578,-0.385201284408718,4,1,3,30,
34.1800130896187,-0.385195920111909,4,1,3,30,
34.1802035264587,-0.385413174129548,4,1,3,30,
34.1800560049629,-0.385525824358735,4,1,3,30,
34.1797851018524,-0.385598242362414,4,1,3,30,
34.1801096491432,-0.385649203179467,4,1,3,30,
34.1791547827339,-0.384552204471612,4,1,3,30,
34.1782186917877,-0.384436872080917,4,1,3,30,
34.1783340267754,-0.384517336539707,4,1,3,30,
34.1814239315605,-0.385362213311096,4,1,3,30,
34.1812308125114,-0.385507049320641,4,1,3,30,
34.1804556541061,-0.38564383888295,4,1,3,30,
34.1804502896881,-0.385566056583073,4,1,3,30,
34.1804127387619,-0.385756489109084,4,1,3,30,
34.1806809596634,-0.385499002875733,4,1,3,30,
34.1799218945122,-0.386148082740691,4,1,3,30,
34.1796724490738,-0.385957650223459,4,1,3,30,
34.1799674920654,-0.386016657482787,4,1,3,30,
34.1798709325409,-0.386247322219815,4,1,3,30,
34.1797234110451,-0.386343879549746,4,1,3,30,
34.1794417790985,-0.386526265614386,4,1,3,30,
34.1794578723526,-0.386220500739077,4,1,3,30,
34.1798038773155,-0.386628187237029,4,1,3,30,
34.180069416008,-0.386376065326135,4,1,3,30,
34.1801257423973,-0.386569179981963,4,1,3,30,
34.1785459212875,-0.386874944844702,4,1,3,30,
34.1782052807426,-0.386909812766938,4,1,3,30,
34.1792352490044,-0.387033191567581,4,1,3,30,
34.1788329176521,-0.386579908573826,4,1,3,30,
34.1788919262505,-0.386539676354271,4,1,3,30,
34.1789616636848,-0.386397522510331,4,1,3,30,
34.1790823630905,-0.386510172726477,4,1,3,30,
34.178988485775,-0.386735473154293,4,1,3,30,
34.1788302354431,-0.387159252514212,4,1,3,30,
34.1794176392174,-0.387183391844204,4,1,3,30,
34.1788409642792,-0.387336274265873,4,1,3,30,
34.1789804391479,-0.387384552924776,4,1,3,30,
34.1785030059433,-0.387588396148231,4,1,3,30,
34.1789214305496,-0.388162375724749,4,1,3,30,
34.1784064464188,-0.388285754507136,4,1,3,30,
34.178089945755,-0.388183832904429,4,1,3,30,
34.1780577592468,-0.388366218929464,4,1,3,30,
34.1782186917877,-0.388022904055536,4,1,3,30,
34.1795812539673,-0.387379188629354,4,1,3,30,
34.1803537301636,-0.387459653060308,4,1,3,30,
34.1804449252701,-0.387540117490486,4,1,3,30,
34.1807506970978,-0.387352367152204,4,1,3,30,
34.1810511045074,-0.387604489034091,4,1,3,30,
34.1806541375732,-0.387845882318213,4,1,3,30,
34.17982416008,-0.387824294844414,2,1,3,30,
34.1793896422196,-0.387939627189131,2,1,3,30,
34.1792743072319,-0.388156881136556,2,1,3,30,
34.1794109336948,-0.388174380241681,4,1,3,30,
34.1796888747216,-0.388282942066457,2,1,3,30,
34.1796442858791,-0.388434548541213,4,1,3,30,
34.1792741410351,-0.388453323572831,4,1,3,30,
34.1790086023426,-0.388525741551523,4,1,3,30,
34.1788744918919,-0.388544516582938,4,1,3,30,
34.1803228847599,-0.388281666139365,4,1,3,30,
34.1800441012192,-0.38873890711633,2,1,3,30,
34.1796229944039,-0.388907882393275,2,1,3,30,
34.1797222361374,-0.388929339571058,2,1,3,30,
34.1780148439026,-0.389428218939109,4,1,3,30,
34.1781033568001,-0.389801037372297,4,1,3,30,
34.1791574649429,-0.389559644144051,4,1,3,30,
34.178996532402,-0.389725937257591,4,1,3,30,
34.1793827705002,-0.389565008438087,4,1,3,30,
34.1794364146805,-0.389634744260257,4,1,3,30,
34.1796509914017,-0.38940139746846,4,1,3,30,
34.1797877840614,-0.389479179733109,4,1,3,30,
34.1800238184547,-0.385206648705515,1,2,3,32,30
34.1748647556115,-0.387459522767028,4,2,3,32,30
34.1749505862999,-0.387454158471656,4,2,3,32,30
34.1752349004555,-0.387717008940928,4,2,3,32,30
34.1748808488655,-0.388108602482055,4,2,3,32,30
34.1754387483406,-0.387861844910309,4,2,3,32,30
34.1752188072014,-0.387942309336671,4,2,3,32,30
34.1748272046852,-0.388248074149856,4,2,3,32,30
34.1763185128975,-0.387990587992113,4,2,3,32,30
34.1778205499459,-0.387936945041604,4,2,3,32,30
34.17748259161,-0.388033502352286,4,2,3,32,30
34.177477227192,-0.387840387729816,4,2,3,32,30
34.1765988037396,-0.388653078402943,2,2,3,32,30
34.1771086175704,-0.388633039567007,2,2,3,32,30
34.1758129164982,-0.388427778026131,2,2,3,32,30
34.1757927999306,-0.388548474657315,4,2,3,32,30
34.17613478158,-0.388620892635193,2,2,3,32,30
34.17603956316,-0.388462645941994,4,2,3,32,30
34.1759979889202,-0.388838146565099,2,2,3,32,30
34.1756707594204,-0.38901785042883,2,2,3,32,30
34.1762353644181,-0.389221693612897,2,2,3,32,30
34.1759054527092,-0.389369211703559,4,2,3,32,30
34.1776381597329,-0.389548915555967,2,2,3,32,30
34.1759269103813,-0.389736665845446,2,2,3,32,30
34.1757981643486,-0.389385304586022,4,2,3,32,30
34.1763185128975,-0.38939603317431,4,2,3,32,30
34.1769193277169,-0.389160004228764,4,2,3,32,30
34.1772841081429,-0.389546233408949,4,2,3,32,30
34.1771392688561,-0.389546233408949,4,2,3,32,30
34.1768978700447,-0.389433583233221,4,2,3,32,30
34.1746823653984,-0.389390668880172,4,2,3,32,30
34.1747360095787,-0.389605240643252,4,2,3,32,30
34.1747360095787,-0.389685705052998,4,2,3,32,30
34.1745750770378,-0.389943191159025,4,2,3,32,30
34.1746394500542,-0.389980741215494,4,2,3,32,30
34.1747360095787,-0.389927098277631,4,2,3,32,30
34.1752509937096,-0.390114848558663,4,2,3,32,30
34.1755835876274,-0.389792990931472,4,2,3,32,30
34.1766403779793,-0.389809083813121,4,2,3,32,30
34.1764687166024,-0.389825176694745,4,2,3,32,30
34.1770051584053,-0.389835905282472,4,2,3,32,30
34.1778902873803,-0.389438947527345,4,2,3,32,30
34.1776810750771,-0.388162245431482,4,2,3,32,30
34.1781746015358,-0.385072410991308,4,2,3,32,30
34.1791509256173,-0.384535981286658,4,2,3,32,30
34.1788451537896,-0.384836381925423,4,2,3,32,30
34.1788505182076,-0.384927574974383,4,2,3,32,30
34.1789616636847,-0.385260291673275,2,2,3,32,30
34.1790758237648,-0.385034860913084,4,2,3,32,30
34.1799487166023,-0.384970619643332,2,2,3,32,30
34.1795157060433,-0.384793467549105,4,2,3,32,30
34.1812001333046,-0.385512283323941,4,2,3,32,30
34.1795103416252,-0.385185061224998,4,2,3,32,30
34.1792474851418,-0.385190425521808,4,2,3,32,30
34.1800575122643,-0.38552837621372,4,2,3,32,30
34.1802130803871,-0.385523011917127,4,2,3,32,30
34.1798038773155,-0.385592878065872,2,2,3,32,30
34.1804491147805,-0.385560561993213,4,2,3,32,30
34.1804598436165,-0.38565711933093,4,2,3,32,30
34.1801004276085,-0.385635662144864,4,2,3,32,30
34.1804008350182,-0.385769769556885,4,2,3,32,30
34.1798858508873,-0.386247191926523,4,2,3,32,30
34.1800789699364,-0.386381299328901,4,2,3,32,30
34.1801632933235,-0.386322422365397,2,2,3,32,30
34.1795624785042,-0.386075664741682,2,2,3,32,30
34.179467426281,-0.386231099038093,4,2,3,32,30
34.1794459686089,-0.386520771025136,4,2,3,32,30
34.1797931484795,-0.386628187237029,2,2,3,32,30
34.1794122747993,-0.387186073991973,2,2,3,32,30
34.1792582139778,-0.387025014830831,4,2,3,32,30
