lon,lat,assignID,workerID,duration,difficulty
34.1751946673203,-0.387719691088531,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1748674378205,-0.387483662096168,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1760100588608,-0.388824735828852,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1776864394951,-0.389506001203504,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1752349004555,-0.390114848558663,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1759108171273,-0.389712526522744,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1757820710945,-0.389363847409396,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1766913399506,-0.388167609726408,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1763506994057,-0.38801740946724,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1748406157303,-0.388242709854994,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1771634087372,-0.385356849014401,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1776247486878,-0.384536111579989,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1746153101731,-0.385866457185528,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1762031779099,-0.386349243845817,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1758974060822,-0.38646457621061,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1751088366318,-0.386856169809585,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1770856246758,-0.38637874747417,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1761817202378,-0.385635792438169,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1777052149582,-0.385324663234144,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1782133273697,-0.385085952026814,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1788838796234,-0.385080587729941,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1792272023773,-0.385187873666708,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1801927976227,-0.385405127684551,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1797904662704,-0.385595560214149,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1782133273697,-0.386917859210523,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1798092417336,-0.386633551532922,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.180074780426,-0.386381429622193,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1794712833977,-0.386233911479459,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1799379877663,-0.384844558664272,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1796402625656,-0.388245392002419,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1789267949677,-0.388148834694154,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1798441104507,-0.387843069877381,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1796348981476,-0.389404079615528,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1785083703613,-0.38758558370731,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1784064464188,-0.388277577771607,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.178996532402,-0.389720572963657,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.178089945755,-0.389801037372297,47,A1Q22LEJRK5DRF,0.3096480369567871,50
34.1751866206932,-0.38774114826933,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.1757981643486,-0.388411685141849,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.1760073766518,-0.38880864294532,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.176050291996,-0.388465328089355,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.1764740810204,-0.385300393605567,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.1761790380287,-0.385600794217386,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.176576004963,-0.385246750638061,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.177123175602,-0.38533794368262,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.1796176299858,-0.388245392002419,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.1789470777321,-0.388148834694154,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.178383813839,-0.388256120592169,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.179821477871,-0.38784843417251,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.1781585082817,-0.385080457436623,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.1791831121254,-0.385171650482963,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.1799287662316,-0.384839064073929,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.1797731981087,-0.385590065624289,48,A213IRVYGO0IJ8,0.10233902931213379,14
34.1778205499459,-0.387912805713762,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1778259143639,-0.387912805713762,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1778259143639,-0.387918170008841,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1776757106591,-0.388148834694154,42,AEZAKCWE99YVJ,1.512589931488037,30
34.17748259161,-0.388020091614754,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1774718627739,-0.387832341287121,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1749398574639,-0.387446112028593,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1748754844475,-0.387446112028593,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1752027139473,-0.3877035982029,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1749398574639,-0.387580219412015,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1749237642098,-0.387698233907681,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1754226550866,-0.387859162762744,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1752456292916,-0.387944991484197,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1763292417336,-0.387998634434668,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1764633521843,-0.387998634434668,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1766028270531,-0.387987905844599,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1766618356514,-0.388154198989093,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1768334970284,-0.388154198989093,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1748647556115,-0.388084463154696,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1748379335213,-0.388240027707543,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1746930942345,-0.389387986733103,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1747252807427,-0.389602558496247,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1747091874886,-0.389683022906019,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1747199163246,-0.389913687543114,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1746448144722,-0.389988787656153,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1745750770378,-0.389945873305916,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1752188072014,-0.390096073530759,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1756050452996,-0.3900585234748,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1755406722832,-0.390042430593622,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1755514011193,-0.389790308784518,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1759322747994,-0.389688387199978,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1756962404061,-0.389409443909666,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1757606134224,-0.389387986733103,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1759108171273,-0.389345072379813,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1759537324715,-0.389409443909666,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1757927999306,-0.388422413731383,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1760556564141,-0.388433142320892,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1761361226845,-0.388610164045913,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1757552490044,-0.388535063920597,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1757981643486,-0.38863162122446,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1759805545616,-0.388797914356282,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1769300565529,-0.389157322081619,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1771607265282,-0.389312886614709,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1763131484795,-0.389377258144803,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1766135558892,-0.389817130253933,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1764579877663,-0.389790308784518,42,AEZAKCWE99YVJ,1.512589931488037,30
34.176586733799,-0.389452358262613,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1768978700447,-0.389430901086165,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1771392688561,-0.389532822673822,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1772680148888,-0.389522094085712,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1770212516594,-0.389817130253933,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1776810750771,-0.389489908321269,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1778688297081,-0.38942553679204,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1777776346016,-0.389699115787884,42,AEZAKCWE99YVJ,1.512589931488037,30
34.1772626504708,-0.389715208669711,42,AEZAKCWE99YVJ,1.512589931488037,30
