lon,lat,assignID,workerID
-72.2540800222637,18.5598523796316,229,lars
-72.2538010725262,18.5600456256202,229,lars
-72.2538600811245,18.5597176158521,229,lars
-72.2531063803913,18.5600659672904,229,lars
-72.252862299371,18.5600278266567,229,lars
-72.252873028207,18.5602134443275,229,lars
-72.2527791508915,18.5601041079157,229,lars
-72.2538037547352,18.5594760578679,229,lars
-72.2536911019566,18.5593362083523,229,lars
-72.2535462626698,18.5592395849837,229,lars
-72.2533906945469,18.5594302889481,229,lars
-72.2533343681576,18.5593489219494,229,lars
-72.2531519779446,18.5594074044836,229,lars
-72.2531144270184,18.5592624694707,229,lars
-72.2528247484448,18.5597099877105,229,lars
-72.2527415999653,18.5595981082606,229,lars
-72.2526209005596,18.5594506306917,229,lars
-72.2524385103466,18.5593641782646,229,lars
-72.2523795017483,18.5592243286573,229,lars
-72.2539754161122,18.5600608818731,229,lars
-72.2523124465229,18.5590565089773,229,lars
-72.2518645176174,18.5593107811553,229,lars
-72.2517116317036,18.5593082384354,229,lars
-72.2519503483059,18.5595396257916,229,lars
-72.2526262649777,18.5601651328983,229,lars
-72.2517196783306,18.5587717236881,229,lars
-72.2518189200642,18.5588759755009,229,lars
-72.2519503483059,18.5587590100481,229,lars
-72.2527040490391,18.5588861464061,229,lars
-72.2527389177563,18.5590768507655,229,lars
-72.252693320203,18.5581360405248,229,lars
-72.2527684220555,18.5580902712456,229,lars
-72.2523848661663,18.5578131125708,229,lars
-72.2518591531994,18.5578995657838,229,lars
-72.2519074329617,18.5581131558867,229,lars
-72.2521085986378,18.5581614678968,229,lars
-72.2516177543881,18.5582886046999,229,lars
-72.2517196783306,18.557769885948,229,lars
-72.2516928562405,18.5577825996617,229,lars
-72.2516740807774,18.5576605479706,229,lars
-72.2521246918919,18.5576910609016,229,lars
-72.2527603754284,18.5576859754135,229,lars
-72.2533880123379,18.5588988600367,229,lars
-72.2536589154484,18.558621702675,229,lars
-72.253766203809,18.5585505062159,229,lars
-72.2538815387966,18.55849456612,229,lars
-72.2539807805302,18.5584055704752,229,lars
-72.2540558823826,18.558502194316,229,lars
-72.2541148909809,18.5585810189877,229,lars
-72.2539780983212,18.5586725572705,229,lars
-72.2538654455425,18.5587335827651,229,lars
-72.253771568227,18.5588073218753,229,lars
-72.2536803731205,18.5588403773281,229,lars
-72.2540022382023,18.5588098646026,229,lars
-72.2541819462063,18.5586776427292,229,lars
-72.254313374448,18.558621702675,229,lars
-72.254136348653,18.5579758479941,229,lars
-72.253412152219,18.5585428780221,229,lars
-72.254305327821,18.5578970230428,229,lars
-72.2542409548046,18.5578944803019,229,lars
-72.2542060860874,18.5578105698286,229,lars
-72.2539593228581,18.5576859754135,229,lars
-72.2539834627392,18.5576376632696,229,lars
-72.2539083608868,18.557670718949,229,lars
-72.2523151287319,18.5576452915039,229,lars
-72.2523902305844,18.5577978561177,229,lars
-72.2570116946857,18.5588785182273,229,lars
-72.2566737363499,18.558990398149,229,lars
-72.2565342614811,18.55912261978,229,lars
-72.2568239400547,18.558825120966,229,lars
-72.2563626001041,18.5591683887823,229,lars
-72.2561721632641,18.5593438365107,229,lars
-72.2559602687519,18.5594023190467,229,lars
-72.2560273239773,18.5591531324496,229,lars
-72.2558878491085,18.5592853539546,229,lars
-72.255791289584,18.5592828112343,229,lars
-72.2556813190143,18.5594328316662,229,lars
-72.2555579373997,18.5596667615681,229,lars
-72.255252165572,18.5599820578849,229,lars
-72.2550241778057,18.5601549620694,229,lars
-72.2550885508221,18.5597633846948,229,lars
-72.2547827789944,18.5599846005948,229,lars
-72.2549142072361,18.5595955655449,229,lars
-72.2548391053837,18.5597227012797,229,lars
-72.2545118758838,18.5596286208451,229,lars
-72.254356307761,18.5594328316662,229,lars
-72.2544475028675,18.5592675549118,229,lars
-72.2546862194698,18.5591658460603,229,lars
-72.2547747323673,18.5589929408736,229,lars
-72.2551207373302,18.5592472131463,229,lars
-72.2553192207973,18.5591099061661,229,lars
-72.255431873576,18.5592548413087,229,lars
-72.2557081411045,18.5590361671867,229,lars
-72.2555874416988,18.5589166591179,229,lars
-72.2558100650471,18.5588480055086,229,lars
-72.2549598047893,18.5590361671867,229,lars
-72.2545896599453,18.5588556336888,229,lars
-72.2544582317036,18.5588810609536,229,lars
-72.2544957826298,18.5590031117718,229,lars
-72.2552172968548,18.5595650529545,229,lars
-72.2544743249576,18.5602820973874,229,lars
-72.2552092502277,18.559010739945,229,lars
-72.2548820207279,18.5588734327745,229,lars
-72.2546835372608,18.5585072797798,229,lars
