"","precision","sensitivity","fmeasure","NPV","specificity","X6","X7","fp_errors","fn_errors","pr_errors"
"34",0.090909090909091,0.150458715596330,0.992553042012084,0.945143162964945,1,0,0,0,0.0483816455573443,0.0483816455573444
"35",0.989883377827736,0.939834578441836,0.457831325301205,0.0842572062084257,0.142322097378277,0.993677111142335,0.944822979291917,0.808832874076537,0.00342643983768087,0.812259313914218
"36",0.420664206642066,0.252771618625277,0.315789473684211,0.977940143318814,0.95381663697410,1,0,0.0435532058556892,0.0425548932838934,0.0861080991395827
"37",0,0.989883377827736,0.939834578441836,0.419354838709677,0.057649667405765,0.101364522417154,0.994941688913868,0.888683182310393,0.000576144840941546,0.889259327151335
"38",0.94337863042899,0.363036303630363,0.24390243902439,0.291777188328913,0.972881832232682,0.953062629043359,0.42020202020202,0.0255737795131271,0.0362752845051947,0.0618490640183218
"39",0.46119733924612,0.439746300211416,0.959674019952227,0.965643998303407,0.508670520231214,0.195121951219512,0.282051282051282,0.463348110083222,0.0319066258732663,0.495254735956489
"40",0.988056765491078,0.950912778904665,0.435810810810811,0.286031042128603,0.345381526104418,0.976535056906,0.955720572057206,0.617337744211518,0.00279553280815133,0.62013327701967
"41",0.495412844036697,0.35920177383592,0.416452442159383,0.976816074188563,0.960088385582102,1,0,0.0376386353198386,0.0364936621930125,0.0741322975128511
"42",0,0.99325558521849,0.940026595744681,0.454545454545455,0.454545454545455,0.454545454545455,0.965434874244766,0.51439073611378,0.000384096560627699,0.514774832674408
"43",0.965434874244766,0.450574712643678,0.434589800443459,0.442437923250564,0.966418434733736,0.964250665918968,0.266393442622951,0.0316690844748051,0.0312899443512916,0.0629590288260967
"44",0.144124168514412,0.187050359712230,0.974848953210622,0.947296559257236,1,0,0,0,0.0462977398208283,0.0462977398208283
"45",0.999718982717437,0.940391223896379,0.423611111111111,0.270509977827051,0.330175913396482,0.97667556554728,0.954807692307692,0.631677392453662,0.00339473870251861,0.63507213115618
"46",0.456709956709957,0.467849223946785,0.462212486308872,0.96473233103836,0.966225724739657,1,0,0.0318508195736087,0.0303061554544048,0.0621569750280135
"47",0,0.994379654348742,0.94009032943677,0.377358490566038,0.133037694013304,0.19672131147541,0.986089644513138,0.817588527725562,0.000320080467189748,0.817908608192751
"48",0.947226346335538,0.272727272727273,0.113082039911308,0.159874608150470,0.980890824785724,0.945806801246444,0.5,0.0180209016258305,0.0414184124543533,0.0594393140801839
