"","workerID","precision","recall","fmeasure","num_annotations","dist","dist_cluster","num_workers","num_voters"
"1",1,0.610526315789474,0.245762711864407,0.350453172205438,190,0.007,0.007,1,1
"2",2,0.734177215189873,0.245762711864407,0.368253968253968,158,0.007,0.007,1,1
"3",3,0.613793103448276,0.377118644067797,0.467191601049869,290,0.007,0.007,1,1
"4",4,0.840336134453782,0.211864406779661,0.338409475465313,119,0.007,0.007,1,1
"5",5,0.822115384615385,0.36228813559322,0.502941176470588,208,0.007,0.007,1,1
"6",6,0.873417721518987,0.438559322033898,0.58392101551481,237,0.007,0.007,1,1
"7",7,0.861702127659574,0.343220338983051,0.490909090909091,188,0.007,0.007,1,1
"8",8,0.690196078431373,0.372881355932203,0.484181568088033,255,0.007,0.007,1,1
"9",9,0.872881355932203,0.218220338983051,0.349152542372881,118,0.007,0.007,1,1
"10",10,0.910179640718563,0.322033898305085,0.475743348982786,167,0.007,0.007,1,1
"11",11,0.807692307692308,0.266949152542373,0.401273885350318,156,0.007,0.007,1,1
"12",12,0.703252032520325,0.366525423728814,0.481894150417827,246,0.007,0.007,1,1
"13",13,0.831460674157303,0.156779661016949,0.263814616755793,89,0.007,0.007,1,1
"14",14,0.898989898989899,0.377118644067797,0.53134328358209,198,0.007,0.007,1,1
"15",15,0.954802259887006,0.358050847457627,0.520801232665639,177,0.007,0.007,1,1
"16",16,0.897435897435897,0.148305084745763,0.254545454545455,78,0.007,0.007,1,1
"17",17,0.81639344262295,0.527542372881356,0.640926640926641,305,0.007,0.007,1,1
"18",18,0.773529411764706,0.557203389830508,0.647783251231527,340,0.007,0.007,1,1
"19",19,0.864321608040201,0.364406779661017,0.512667660208644,199,0.007,0.007,1,1
"20",20,0.852664576802508,0.576271186440678,0.687737041719343,319,0.007,0.007,1,1
"21",21,0.349514563106796,0.076271186440678,0.125217391304348,103,0.007,0.007,1,1
"22",22,0.899253731343284,0.510593220338983,0.651351351351351,268,0.007,0.007,1,1
"23",23,0.562992125984252,0.302966101694915,0.393939393939394,254,0.007,0.007,1,1
"24",24,0.814516129032258,0.427966101694915,0.561111111111111,248,0.007,0.007,1,1
"25",25,0.708779443254818,0.701271186440678,0.705005324813632,467,0.007,0.007,1,1
"26",26,0.946808510638298,0.188559322033898,0.314487632508834,94,0.007,0.007,1,1
"27",27,0.0270270270270270,0.00423728813559322,0.00732600732600733,74,0.007,0.007,1,1
"28",28,0.891566265060241,0.156779661016949,0.266666666666667,83,0.007,0.007,1,1
"29",29,0.771428571428571,0.457627118644068,0.574468085106383,280,0.007,0.007,1,1
"30",30,1,0,0,72,0.007,0.007,1,1
"31",31,0.903225806451613,0.118644067796610,0.209737827715356,62,0.007,0.007,1,1
"32",32,0.720779220779221,0.470338983050847,0.569230769230769,308,0.007,0.007,1,1
"33",33,0.667992047713718,0.711864406779661,0.689230769230769,503,0.007,0.007,1,1
"34",34,0.91907514450867,0.336864406779661,0.493023255813954,173,0.007,0.007,1,1
"35",35,0.794612794612795,0.5,0.613784135240572,297,0.007,0.007,1,1
"36",36,0.840361445783133,0.591101694915254,0.694029850746269,332,0.007,0.007,1,1
"37",37,0.728665207877462,0.705508474576271,0.716899892357373,457,0.007,0.007,1,1
"38",38,0.68141592920354,0.652542372881356,0.666666666666667,452,0.007,0.007,1,1
"39",39,0.552,0.292372881355932,0.382271468144044,250,0.007,0.007,1,1
"40",40,0.803448275862069,0.49364406779661,0.611548556430446,290,0.007,0.007,1,1
"41",41,0.728632478632479,0.722457627118644,0.725531914893617,468,0.007,0.007,1,1
"42",42,0.7625,0.258474576271186,0.386075949367089,160,0.007,0.007,1,1
