"","workerID","cluster","lon","lat"
"1",1,0,-72.2530969926598,18.5592497558671
"2",1,0,-72.2532096454384,18.55942774623
"3",1,0,-72.2533062049629,18.5594887714545
"4",1,0,-72.253493959594,18.559290439395
"5",1,0,-72.2537192651512,18.5593362083523
"6",1,0,-72.2538426467659,18.5595040277572
"7",1,0,-72.25276976316,18.5581156986245
"8",1,0,-72.2525283643486,18.5579783907338
"9",1,0,-72.2523567029717,18.557815655313
"10",1,0,-72.2521421262505,18.5577088601088
"11",1,0,-72.2523137876274,18.5576732616925
"12",1,0,-72.2518202611687,18.5580038181293
"13",1,0,-72.2520187446358,18.5587920655103
"14",1,0,-72.2517666169884,18.5588683473217
"15",1,0,-72.2522762367012,18.5590717653187
"16",1,0,-72.2524049827339,18.5591836451137
"17",1,0,-72.2525390931847,18.5594379171023
"18",1,0,-72.2524908134224,18.5593616355455
"19",1,0,-72.25276976316,18.5596159072689
"20",1,0,-72.2528502294304,18.5597074449965
"21",1,0,-72.2545454034965,18.5596565907094
"22",1,0,-72.2544327507179,18.5592395849837
"23",1,0,-72.2546902427833,18.5591734742263
"24",1,0,-72.2548779974144,18.5593768918596
"25",1,0,-72.2550764808815,18.5597938972498
"26",1,0,-72.2552910576027,18.5599464599428
"27",1,0,-72.2549155483406,18.5595955655449
"28",1,0,-72.2547975311439,18.5599871433046
"29",1,0,-72.2550496587913,18.5601651328983
"30",1,0,-72.2554949054878,18.5596565907094
"31",1,0,-72.2551837692421,18.5595701383866
"32",1,0,-72.2551301250618,18.5592141577723
"33",1,0,-72.2553178796928,18.559148047005
"34",1,0,-72.2554788122337,18.5592090723296
"35",1,0,-72.2556504736107,18.55942774623
"36",1,0,-72.2561332712334,18.5593514646687
"37",1,0,-72.2560420761268,18.559148047005
"38",1,0,-72.2557202110451,18.5590310817387
"39",1,0,-72.2558489570778,18.5588581764154
"40",1,0,-72.2555592785042,18.5589446290989
"41",1,0,-72.2556343803566,18.5586496727044
"42",1,0,-72.2554251680534,18.5586395017852
"43",1,0,-72.2555431852501,18.5584004850084
"44",1,0,-72.255355430619,18.5582835192296
"45",1,0,-72.255344701783,18.5581055276734
"46",1,0,-72.255344701783,18.5579682197746
"47",1,0,-72.2553178796928,18.5577749714336
"48",1,0,-72.255167675988,18.5579021085247
"49",1,0,-72.2551033029716,18.5577648004622
"50",1,0,-72.2548458109062,18.5579377068932
"51",1,0,-72.2548458109062,18.5577851424043
"52",1,0,-72.2547277937095,18.5579478778543
"53",1,0,-72.254631234185,18.5579122794878
"54",1,0,-72.254631234185,18.5577088601088
"55",1,0,-72.2544327507179,18.5577953133745
"56",1,0,-72.2550174722832,18.5581563824227
"57",1,0,-72.2547117004555,18.5582428354617
"58",1,0,-72.254802895562,18.5584462542043
"59",1,0,-72.2546473274391,18.5585479634847
"60",1,0,-72.254620505349,18.5588378346012
"61",1,0,-72.254443479554,18.5589293727462
"62",1,0,-72.2551408538978,18.5586242454052
"63",1,0,-72.254996014611,18.5590056544962
"64",1,0,-72.2557577619713,18.5583292884569
"65",1,0,-72.2556397447746,18.5581055276734
"66",1,0,-72.2561600933235,18.558029245521
"67",1,0,-72.2561708221596,18.5584564251351
"68",1,0,-72.2563478479545,18.5583191175186
"69",1,0,-72.2564551363151,18.5581818097916
"70",1,0,-72.2564926872413,18.5583445448633
"71",1,0,-72.2566536197822,18.5586598436231
"72",1,0,-72.256787730233,18.5583038611099
"73",1,0,-72.25660534002,18.5581156986245
"74",1,0,-72.2561493644874,18.5587564673199
"75",1,0,-72.2563639412086,18.5587717236881
"76",1,0,-72.256616068856,18.5589954835982
"77",1,0,-72.2563800344627,18.559148047005
"78",1,0,-72.256970120446,18.558425912341
"79",1,0,-72.2570344934624,18.5587412109504
"80",1,0,-72.2567716369789,18.557459671039
"81",1,0,-72.2565677890938,18.5573071061228
"82",1,0,-72.2563263902824,18.5571291135483
"83",1,0,-72.2561386356514,18.5571392845576
"84",1,0,-72.2563800344627,18.5569765483366
"85",1,0,-72.2564444074791,18.5569256932358
"86",1,0,-72.2566858062904,18.5570019758814
"87",1,0,-72.256970120446,18.5571392845576
"88",1,0,-72.2563263902824,18.5569511207881
"89",1,0,-72.2561279068153,18.5567883843878
"90",1,0,-72.2559777031105,18.5568494105561
"91",1,0,-72.256798459069,18.5566968450944
"92",1,0,-72.2568467388313,18.5567731278423
"93",1,0,-72.256970120446,18.5567832988728
"94",1,0,-72.2569164762657,18.5565951347109
"95",1,0,-72.2569969425361,18.5566459899102
"96",1,0,-72.2566750774544,18.5564578255969
"97",1,0,-72.256793094651,18.5564781676949
"98",1,0,-72.2570076713722,18.5563917137619
"99",1,0,-72.2568789253395,18.5562798321367
"100",1,0,-72.2567448148887,18.5562900031966
"101",1,0,-72.256433678643,18.5562086347006
"102",1,0,-72.2566965351265,18.5560713252758
"103",1,0,-72.2565248737495,18.5559797855978
"104",1,0,-72.2563210258644,18.5559085880366
"105",1,0,-72.2562405595939,18.5560713252758
"106",1,0,-72.2561225423973,18.5559085880366
"107",1,0,-72.2562673816841,18.5554407176097
"108",1,0,-72.2561493644874,18.5557153373635
"109",1,0,-72.2566589842003,18.5556644818869
"110",1,0,-72.2566697130363,18.5555271720243
"111",1,0,-72.2568842897575,18.5558831603289
"112",1,0,-72.2569379339378,18.5551355840316
"113",1,0,-72.2554198036354,18.5552576375283
"114",1,0,-72.2552213201683,18.5552983220078
"115",1,0,-72.2552374134224,18.5551101562088
"116",1,0,-72.2548619041603,18.5551711829772
"117",1,0,-72.2548833618324,18.5550084448798
