"","precision","recall","fmeasure","num_annotations","num_voters","num_workers","dist","dist_cluster"
"1",0.88421052631579,0.401913875598086,0.552631578947368,190,1,1,0.01,0.01
"2",1,0.0382775119617225,0.0737327188940092,16,1,1,0.01,0.01
"3",0.936708860759494,0.354066985645933,0.513888888888889,158,1,1,0.01,0.01
"4",0.8125,0.559808612440191,0.662889518413598,288,1,1,0.01,0.01
"5",0.940677966101695,0.26555023923445,0.414179104477612,118,1,1,0.01,0.01
"6",1,0.0813397129186603,0.150442477876106,34,1,1,0.01,0.01
"7",1,0.0239234449760766,0.0467289719626168,10,1,1,0.01,0.01
"8",0.926829268292683,0.454545454545455,0.609951845906902,205,1,1,0.01,0.01
"9",1,0.00956937799043062,0.0189573459715640,4,1,1,0.01,0.01
"10",0.932489451476793,0.528708133971292,0.674809160305344,237,1,1,0.01,0.01
"11",0.936170212765957,0.421052631578947,0.580858085808581,188,1,1,0.01,0.01
"12",0.853754940711462,0.516746411483254,0.64381520119225,253,1,1,0.01,0.01
"13",0.940677966101695,0.26555023923445,0.414179104477612,118,1,1,0.01,0.01
"14",1,0.0382775119617225,0.0737327188940092,16,1,1,0.01,0.01
"15",0.970059880239521,0.38755980861244,0.553846153846154,167,1,1,0.01,0.01
"16",0.92948717948718,0.34688995215311,0.505226480836237,156,1,1,0.01,0.01
"17",0.8559670781893,0.497607655502392,0.629349470499244,243,1,1,0.01,0.01
"18",0.977272727272727,0.205741626794258,0.339920948616601,88,1,1,0.01,0.01
"19",0.75,0.00717703349282297,0.0142180094786730,4,1,1,0.01,0.01
"20",0.9375,0.0358851674641148,0.0691244239631336,16,1,1,0.01,0.01
"21",1,0.0382775119617225,0.0737327188940092,16,1,1,0.01,0.01
"22",0.736842105263158,0.0334928229665072,0.0640732265446224,19,1,1,0.01,0.01
"23",0.75,0.00717703349282297,0.0142180094786730,4,1,1,0.01,0.01
"24",1,0.0454545454545455,0.0869565217391304,19,1,1,0.01,0.01
"25",0.92929292929293,0.440191387559809,0.597402597402597,198,1,1,0.01,0.01
"26",0.9375,0.0358851674641148,0.0691244239631336,16,1,1,0.01,0.01
"27",1,0.0382775119617225,0.0737327188940092,16,1,1,0.01,0.01
"28",0.941176470588235,0.076555023923445,0.141592920353982,34,1,1,0.01,0.01
"29",0.971751412429379,0.411483253588517,0.578151260504202,177,1,1,0.01,0.01
"30",1,0.0861244019138756,0.158590308370044,36,1,1,0.01,0.01
"31",0.935897435897436,0.174641148325359,0.294354838709677,78,1,1,0.01,0.01
"32",0.87171052631579,0.633971291866029,0.734072022160665,304,1,1,0.01,0.01
"33",0.88235294117647,0.0358851674641148,0.0689655172413793,17,1,1,0.01,0.01
"34",1,0.0382775119617225,0.0737327188940092,16,1,1,0.01,0.01
"35",0.730769230769231,0.0454545454545455,0.0855855855855856,26,1,1,0.01,0.01
"36",0.75,0.00717703349282297,0.0142180094786730,4,1,1,0.01,0.01
"37",1,0.0550239234449761,0.104308390022676,23,1,1,0.01,0.01
"38",0.835294117647059,0.679425837320574,0.74934036939314,340,1,1,0.01,0.01
"39",0.944723618090452,0.449760765550239,0.609400324149109,199,1,1,0.01,0.01
"40",0.5,0.00478468899521531,0.0094786729857820,4,1,1,0.01,0.01
"41",0.880877742946709,0.672248803827751,0.762550881953867,319,1,1,0.01,0.01
"42",0.74757281553398,0.184210526315789,0.295585412667946,103,1,1,0.01,0.01
"43",0.884328358208955,0.566985645933014,0.690962099125364,268,1,1,0.01,0.01
"44",0.706827309236948,0.421052631578947,0.527736131934033,249,1,1,0.01,0.01
"45",0.894736842105263,0.528708133971292,0.664661654135338,247,1,1,0.01,0.01
"46",0.713978494623656,0.794258373205742,0.7519818799547,465,1,1,0.01,0.01
"47",0.957446808510638,0.215311004784689,0.3515625,94,1,1,0.01,0.01
"48",0.418918918918919,0.0741626794258373,0.126016260162602,74,1,1,0.01,0.01
"49",0.939759036144578,0.186602870813397,0.311377245508982,83,1,1,0.01,0.01
"50",0.856617647058823,0.557416267942584,0.67536231884058,272,1,1,0.01,0.01
"51",0.361111111111111,0.0622009569377990,0.106122448979592,72,1,1,0.01,0.01
"52",0.967741935483871,0.143540669856459,0.25,62,1,1,0.01,0.01
"53",0.819672131147541,0.598086124401914,0.691562932226833,305,1,1,0.01,0.01
"54",0.709418837675351,0.84688995215311,0.772082878953108,499,1,1,0.01,0.01
"55",0.959537572254335,0.397129186602871,0.56175972927242,173,1,1,0.01,0.01
