lat,lon,workerID,map,assign
18.5592497558671,-72.2530969926598,AKWUF2IV91LLI,haiti,25
18.55942774623,-72.2532096454384,AKWUF2IV91LLI,haiti,25
18.5594887714545,-72.2533062049629,AKWUF2IV91LLI,haiti,25
18.559290439395,-72.253493959594,AKWUF2IV91LLI,haiti,25
18.5593362083523,-72.2537192651512,AKWUF2IV91LLI,haiti,25
18.5595040277572,-72.2538426467659,AKWUF2IV91LLI,haiti,25
18.5581156986245,-72.25276976316,AKWUF2IV91LLI,haiti,25
18.5579783907338,-72.2525283643486,AKWUF2IV91LLI,haiti,25
18.557815655313,-72.2523567029717,AKWUF2IV91LLI,haiti,25
18.5577088601088,-72.2521421262505,AKWUF2IV91LLI,haiti,25
18.5576732616925,-72.2523137876274,AKWUF2IV91LLI,haiti,25
18.5580038181293,-72.2518202611687,AKWUF2IV91LLI,haiti,25
18.5587920655103,-72.2520187446358,AKWUF2IV91LLI,haiti,25
18.5588683473217,-72.2517666169884,AKWUF2IV91LLI,haiti,25
18.5590717653187,-72.2522762367012,AKWUF2IV91LLI,haiti,25
18.5591836451137,-72.2524049827339,AKWUF2IV91LLI,haiti,25
18.5594379171023,-72.2525390931847,AKWUF2IV91LLI,haiti,25
18.5593616355455,-72.2524908134224,AKWUF2IV91LLI,haiti,25
18.5596159072689,-72.25276976316,AKWUF2IV91LLI,haiti,25
18.5597074449965,-72.2528502294304,AKWUF2IV91LLI,haiti,25
18.5596565907094,-72.2545454034965,AKWUF2IV91LLI,haiti,25
18.5592395849837,-72.2544327507179,AKWUF2IV91LLI,haiti,25
18.5591734742263,-72.2546902427833,AKWUF2IV91LLI,haiti,25
18.5593768918596,-72.2548779974144,AKWUF2IV91LLI,haiti,25
18.5597938972498,-72.2550764808815,AKWUF2IV91LLI,haiti,25
18.5599464599428,-72.2552910576027,AKWUF2IV91LLI,haiti,25
18.5595955655449,-72.2549155483406,AKWUF2IV91LLI,haiti,25
18.5599871433046,-72.2547975311439,AKWUF2IV91LLI,haiti,25
18.5601651328983,-72.2550496587913,AKWUF2IV91LLI,haiti,25
18.5596565907094,-72.2554949054878,AKWUF2IV91LLI,haiti,25
18.5595701383866,-72.2551837692421,AKWUF2IV91LLI,haiti,25
18.5592141577723,-72.2551301250618,AKWUF2IV91LLI,haiti,25
18.559148047005,-72.2553178796928,AKWUF2IV91LLI,haiti,25
18.5592090723296,-72.2554788122337,AKWUF2IV91LLI,haiti,25
18.55942774623,-72.2556504736107,AKWUF2IV91LLI,haiti,25
18.5593514646687,-72.2561332712334,AKWUF2IV91LLI,haiti,25
18.559148047005,-72.2560420761268,AKWUF2IV91LLI,haiti,25
18.5590310817387,-72.2557202110451,AKWUF2IV91LLI,haiti,25
18.5588581764154,-72.2558489570778,AKWUF2IV91LLI,haiti,25
18.5589446290989,-72.2555592785042,AKWUF2IV91LLI,haiti,25
18.5586496727044,-72.2556343803566,AKWUF2IV91LLI,haiti,25
18.5586395017852,-72.2554251680534,AKWUF2IV91LLI,haiti,25
18.5584004850084,-72.2555431852501,AKWUF2IV91LLI,haiti,25
18.5582835192296,-72.255355430619,AKWUF2IV91LLI,haiti,25
